Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Dependents,Number of Dependents,Gender,Age,classify age ,Under 30,Senior Citizen,Married,Satisfaction Score,Customer Status,Churn Label,customer_status,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,City,Zip Code,Population
2188-SXWVT,No,0,34,Offer C,Yes,$43.17 ,No,Yes,DSL,8,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,$55.00 ,"$1,885.15 ",$0.00 ,0,"$1,467.78 ","$3,352.93 ",No,0,Female,31,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,46,4027,,,Chilcoot,96105,650
2189-UXTKY,Yes,1,22,None,Yes,$13.11 ,Yes,Yes,DSL,51,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$79.20 ,"$1,742.75 ",$0.00 ,0,$288.42 ,"$2,031.17 ",No,0,Female,27,Adolescents,Yes,No,Yes,1,Churned,Yes,churned,1,91,3410,Dissatisfaction,Product dissatisfaction,La Quinta,92253,23971
2189-WWOEW,No,0,15,None,Yes,$24.63 ,No,Yes,Fiber Optic,13,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$85.90 ,"$1,269.55 ",$0.00 ,0,$369.45 ,"$1,639.00 ",No,0,Female,37,Middle-Aged Adults,No,No,No,3,Churned,Yes,churned,1,96,3579,Other,Don't know,Keene,93531,1436
2190-BCXEC,Yes,10,40,None,Yes,$39.97 ,Yes,Yes,Fiber Optic,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,$78.85 ,"$3,126.85 ",$0.00 ,0,"$1,598.80 ","$4,725.65 ",No,0,Female,61,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,45,5257,,,Death Valley,92328,443
2190-PHBHR,Yes,5,72,Offer A,Yes,$22.74 ,Yes,Yes,Fiber Optic,48,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,$94.45 ,"$6,921.70 ",$0.00 ,0,"$1,637.28 ","$8,558.98 ",No,0,Female,22,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,43,5274,,,Hume,93628,93
2192-CKRLV,Yes,2,72,Offer A,No,$0.00 ,No,Yes,DSL,15,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,$49.20 ,"$3,580.95 ",$0.00 ,0,$0.00 ,"$3,580.95 ",No,0,Female,57,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,33,4700,,,Wilton,95693,5889
2192-OZITF,No,0,45,Offer B,Yes,$44.29 ,Yes,Yes,DSL,15,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,$73.55 ,"$3,349.10 ",$0.00 ,0,"$1,993.05 ","$5,342.15 ",No,0,Female,60,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,56,2280,,,San Leandro,94577,41871
2193-SFWQW,Yes,9,72,None,Yes,$24.08 ,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,$111.95 ,"$8,033.10 ",$0.00 ,0,"$1,733.76 ","$9,766.86 ",Yes,1,Male,47,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,25,4004,,,San Rafael,94903,28403
2194-IIQOF,Yes,7,71,Offer A,Yes,$19.90 ,Yes,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,$89.30 ,"$6,388.65 ",$0.00 ,0,"$1,412.90 ","$7,801.55 ",No,0,Female,38,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,30,4658,,,Sunnyvale,94087,50070
2195-VVRJF,Yes,6,18,None,Yes,$5.73 ,No,Yes,DSL,13,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,$59.10 ,"$1,011.05 ",$31.05 ,0,$103.14 ,"$1,083.14 ",No,0,Male,74,senior,No,Yes,Yes,3,Stayed,No,client,0,30,2422,,,Los Angeles,90018,47143
2195-ZRVAX,Yes,1,47,None,Yes,$44.26 ,No,Yes,Cable,23,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$85.30 ,"$4,045.65 ",$0.00 ,0,"$2,080.22 ","$6,125.87 ",No,0,Female,40,Middle-Aged Adults,No,No,Yes,2,Churned,Yes,churned,1,90,3631,Other,Don't know,Rodeo,94572,8506
2197-OMWGI,Yes,4,68,None,No,$0.00 ,No,Yes,DSL,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,$53.00 ,"$3,656.25 ",$0.00 ,0,$0.00 ,"$3,656.25 ",Yes,1,Female,65,senior,No,Yes,Yes,4,Stayed,No,client,0,31,5583,,,Los Angeles,90014,3524
2200-DSAAL,No,0,68,None,Yes,$20.30 ,Yes,Yes,DSL,13,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,$80.65 ,"$5,330.20 ",$0.00 ,90,"$1,380.40 ","$6,800.60 ",No,0,Female,52,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,70,5914,,,Greenbrae,94904,12010
2202-CUYXZ,No,0,1,None,Yes,$36.07 ,No,Yes,Fiber Optic,41,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$84.85 ,$84.85 ,$0.00 ,0,$36.07 ,$120.92 ,No,0,Male,25,Adolescents,Yes,No,No,1,Churned,Yes,churned,1,77,3086,Competitor,Competitor had better devices,Dublin,94568,29636
2202-OUTMO,Yes,5,34,None,Yes,$12.30 ,Yes,Yes,DSL,26,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$60.85 ,"$2,003.60 ",$0.00 ,0,$418.20 ,"$2,421.80 ",No,0,Female,59,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,73,3012,,,Caruthers,93609,5446
2203-GHNWN,Yes,2,24,None,Yes,$44.93 ,Yes,Yes,Fiber Optic,82,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,$79.65 ,"$1,928.70 ",$0.00 ,0,"$1,078.32 ","$3,007.02 ",No,0,Female,24,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,72,3816,,,Julian,92036,3577
2205-LPVGL,Yes,1,58,Offer B,Yes,$18.43 ,Yes,Yes,Fiber Optic,10,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,$89.85 ,"$5,125.75 ",$0.00 ,130,"$1,068.94 ","$6,324.69 ",Yes,1,Male,71,senior,No,Yes,Yes,3,Stayed,No,client,0,58,5035,,,Colusa,95932,7503
2205-YMZZJ,No,0,7,None,Yes,$39.51 ,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,$84.80 ,$546.95 ,$0.00 ,0,$276.57 ,$823.52 ,No,0,Male,75,senior,No,Yes,No,3,Churned,Yes,churned,1,70,2015,Competitor,Competitor made better offer,Clovis,93612,33856
2207-NHRJK,No,0,1,Offer E,Yes,$1.28 ,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$50.80 ,$50.80 ,$0.00 ,0,$1.28 ,$52.08 ,No,0,Male,58,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,85,3718,Competitor,Competitor had better devices,Carmel,93923,13121
2207-OBZNX,No,0,7,None,Yes,$34.49 ,No,Yes,Cable,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,$51.00 ,$354.05 ,$0.00 ,0,$241.43 ,$595.48 ,No,0,Male,56,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,90,3736,Attitude,Attitude of service provider,Aguanga,92536,2433
2207-QPJED,Yes,8,37,None,Yes,$15.60 ,No,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,$90.00 ,"$3,371.75 ",$0.00 ,0,$577.20 ,"$3,948.95 ",No,0,Female,66,senior,No,Yes,Yes,4,Stayed,No,client,0,62,4048,,,Somes Bar,95568,202
2207-RYYRL,Yes,6,52,Offer B,Yes,$29.55 ,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$24.55 ,"$1,331.05 ",$0.00 ,0,"$1,536.60 ","$2,867.65 ",Yes,1,Male,34,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,28,5535,,,Grass Valley,95945,23990
2208-MPXIO,Yes,9,45,None,Yes,$21.73 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,$20.00 ,$886.40 ,$0.00 ,0,$977.85 ,"$1,864.25 ",Yes,2,Female,42,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,71,5169,,,Escondido,92029,17944
2208-NKVVH,Yes,4,43,None,Yes,$2.81 ,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$24.25 ,"$1,077.95 ",$0.00 ,0,$120.83 ,"$1,198.78 ",Yes,2,Male,60,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,51,4432,,,Costa Mesa,92626,48207
2208-NQBCT,Yes,10,26,None,Yes,$42.95 ,No,Yes,Fiber Optic,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$81.95 ,"$2,070.05 ",$0.00 ,0,"$1,116.70 ","$3,186.75 ",Yes,3,Female,23,Adolescents,Yes,No,Yes,3,Stayed,No,client,0,72,2817,,,San Jose,95138,14792
2208-UGTGR,No,0,56,Offer B,Yes,$10.99 ,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,$98.60 ,"$5,581.05 ",$0.00 ,0,$615.44 ,"$6,196.49 ",No,0,Male,62,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,58,5601,,,Sultana,93666,306
2209-XADXF,No,0,1,Offer E,No,$0.00 ,No,Yes,DSL,15,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,$25.25 ,$25.25 ,$0.00 ,10,$0.00 ,$35.25 ,No,0,Female,40,Middle-Aged Adults,No,No,No,5,Joined,No,client,0,28,4831,,,Willow Creek,95573,1666
2211-RMNHO,Yes,1,68,None,Yes,$25.16 ,Yes,Yes,Cable,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,$85.30 ,"$5,560.00 ",$0.00 ,0,"$1,710.88 ","$7,270.88 ",Yes,2,Female,36,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,43,4732,,,Rio Nido,95471,298
2212-LYASK,Yes,3,27,None,No,$0.00 ,No,Yes,DSL,27,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,$45.85 ,"$1,246.40 ",$0.00 ,30,$0.00 ,"$1,276.40 ",No,0,Male,25,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,49,2068,,,Brea,92823,1408
2215-ZAFGX,No,0,9,Offer E,Yes,$11.50 ,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$85.50 ,$791.70 ,$0.00 ,0,$103.50 ,$895.20 ,No,0,Male,35,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,69,4867,,,La Mesa,91942,24005
2219-MVUSO,No,0,8,None,Yes,$35.53 ,No,Yes,Cable,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,$45.15 ,$438.40 ,$0.00 ,0,$284.24 ,$722.64 ,No,0,Male,59,Middle-Aged Adults,No,No,No,2,Churned,Yes,churned,1,91,3721,Other,Don't know,Los Angeles,90028,30568
2220-IAHLS,No,0,1,None,Yes,$2.85 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,$19.40 ,$19.40 ,$0.00 ,0,$2.85 ,$22.25 ,No,0,Female,49,Middle-Aged Adults,No,No,No,3,Joined,No,client,0,21,5566,,,Modesto,95356,26055
2223-GDSHL,Yes,5,71,Offer A,Yes,$26.38 ,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,$116.05 ,"$8,297.50 ",$42.57 ,110,"$1,872.98 ","$10,237.91 ",Yes,1,Male,41,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,62,6481,,,Fountain Valley,92708,54548
2223-KAGMX,No,0,15,Offer D,Yes,$33.14 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,$19.40 ,$289.30 ,$0.00 ,0,$497.10 ,$786.40 ,No,0,Female,47,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,87,5379,Price,Long distance charges,Santa Rosa,95409,25718
2225-ZRGSG,Yes,1,70,Offer A,Yes,$5.48 ,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,$93.90 ,"$6,579.05 ",$0.00 ,0,$383.60 ,"$6,962.65 ",No,0,Female,38,Middle-Aged Adults,No,No,Yes,1,Churned,Yes,churned,1,95,6173,Price,Long distance charges,Piru,93040,1459
2226-ICFDO,Yes,9,72,None,Yes,$10.87 ,Yes,Yes,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,$85.90 ,"$6,110.75 ",$0.00 ,0,$782.64 ,"$6,893.39 ",No,0,Female,39,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,72,6361,,,Covelo,95428,2296
2227-JRSJX,No,0,21,Offer D,Yes,$6.12 ,No,Yes,Fiber Optic,51,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$99.15 ,"$1,956.40 ",$0.00 ,0,$128.52 ,"$2,084.92 ",No,0,Female,22,Adolescents,Yes,No,No,3,Stayed,No,client,0,36,5324,,,Monterey Park,91754,33280
2228-BZDEE,No,0,54,Offer B,Yes,$26.25 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$20.10 ,"$1,079.45 ",$0.00 ,0,"$1,417.50 ","$2,496.95 ",No,0,Female,45,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,57,5755,,,Pleasanton,94566,36669
2229-DPMBI,Yes,10,8,None,Yes,$13.21 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$19.50 ,$162.15 ,$0.00 ,0,$105.68 ,$267.83 ,Yes,2,Female,19,Adolescents,Yes,No,Yes,5,Stayed,No,client,0,58,3598,,,Blairsden Graeagle,96103,1839
2229-VWQJH,No,0,24,None,Yes,$4.82 ,No,Yes,DSL,16,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,$49.30 ,"$1,233.25 ",$0.00 ,0,$115.68 ,"$1,348.93 ",No,0,Female,34,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,66,5394,,,Homewood,96141,858
2230-XTUWL,Yes,3,48,Offer B,Yes,$13.26 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$19.55 ,$883.35 ,$0.00 ,0,$636.48 ,"$1,519.83 ",Yes,2,Female,20,Adolescents,Yes,No,Yes,5,Stayed,No,client,0,68,5461,,,Madera,93637,28434
2232-DMLXU,No,0,1,None,Yes,$35.60 ,No,Yes,DSL,58,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,$55.20 ,$55.20 ,$0.00 ,0,$35.60 ,$90.80 ,No,0,Female,22,Adolescents,Yes,No,Yes,2,Churned,Yes,churned,1,81,3638,Dissatisfaction,Poor expertise of online support,Van Nuys,91411,23646
2233-FAGXV,Yes,6,5,None,Yes,$6.70 ,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,$24.30 ,$132.25 ,$0.00 ,0,$33.50 ,$165.75 ,Yes,3,Female,41,Middle-Aged Adults,No,No,Yes,5,Stayed,No,client,0,20,3181,,,Salton City,92275,799
2233-TXSIU,Yes,1,17,None,No,$0.00 ,No,Yes,DSL,52,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,$44.45 ,$792.15 ,$0.00 ,0,$0.00 ,$792.15 ,Yes,2,Male,20,Adolescents,Yes,No,Yes,3,Stayed,No,client,0,73,3522,,,Grass Valley,95945,23990
2234-EOFPT,Yes,2,72,None,Yes,$29.80 ,No,Yes,DSL,14,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,$79.35 ,"$5,753.25 ",$0.00 ,40,"$2,145.60 ","$7,938.85 ",No,0,Male,48,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,55,4278,,,Santa Ana,92701,58157
2234-XADUH,Yes,4,72,None,Yes,$29.66 ,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,$103.20 ,"$7,362.90 ",$45.38 ,0,"$2,135.52 ","$9,453.04 ",Yes,2,Female,30,Adolescents,No,No,Yes,4,Stayed,No,client,0,71,5560,,,Amboy,92304,42
2235-DWLJU,No,0,6,None,No,$0.00 ,No,Yes,DSL,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$44.40 ,$263.05 ,$0.00 ,0,$0.00 ,$263.05 ,No,0,Female,75,senior,No,Yes,No,5,Stayed,No,client,0,71,4611,,,Thousand Palms,92276,6242
2235-EZAIK,Yes,9,72,Offer A,Yes,$22.41 ,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,$79.20 ,"$5,401.90 ",$0.00 ,20,"$1,613.52 ","$7,035.42 ",No,0,Female,21,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,79,4288,,,Badger,93603,273
2235-ZGKPT,Yes,1,4,None,Yes,$12.88 ,Yes,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,$50.85 ,$239.55 ,$0.00 ,0,$51.52 ,$291.07 ,Yes,1,Female,36,Middle-Aged Adults,No,No,Yes,1,Churned,Yes,churned,1,90,5386,Dissatisfaction,Product dissatisfaction,Los Angeles,90062,29299
2236-HILPA,Yes,9,62,Offer B,Yes,$11.15 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$20.65 ,"$1,218.45 ",$0.00 ,0,$691.30 ,"$1,909.75 ",Yes,2,Male,55,Middle-Aged Adults,No,No,Yes,5,Stayed,No,client,0,40,6403,,,Hayward,94544,72993
2237-ZFSMY,No,0,39,Offer C,Yes,$4.48 ,No,Yes,Fiber Optic,71,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,$95.55 ,"$3,692.85 ",$0.00 ,0,$174.72 ,"$3,867.57 ",No,0,Female,29,Adolescents,Yes,No,No,1,Churned,Yes,churned,1,73,2767,Attitude,Attitude of service provider,Riverdale,93656,5729
2239-CFOUJ,Yes,3,1,None,Yes,$27.50 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,$20.40 ,$20.40 ,$0.00 ,0,$27.50 ,$47.90 ,Yes,2,Male,27,Adolescents,Yes,No,Yes,4,Joined,No,client,0,54,4540,,,Trinidad,95570,2369
2239-CGBUZ,Yes,4,51,Offer B,Yes,$47.18 ,No,Yes,Cable,12,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,$60.50 ,"$3,145.15 ",$0.00 ,0,"$2,406.18 ","$5,551.33 ",No,0,Female,56,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,63,4207,,,West Covina,91791,30458
2239-JALAW,No,0,58,Offer B,Yes,$44.50 ,Yes,Yes,Fiber Optic,47,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,$103.25 ,"$6,017.65 ",$0.00 ,0,"$2,581.00 ","$8,598.65 ",No,0,Male,20,Adolescents,Yes,No,No,1,Churned,Yes,churned,1,74,6105,Competitor,Competitor made better offer,Escondido,92027,48690
2240-HSJQD,No,0,38,None,Yes,$1.27 ,Yes,Yes,Fiber Optic,13,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,$81.85 ,"$3,141.70 ",$0.00 ,0,$48.26 ,"$3,189.96 ",Yes,2,Male,44,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,55,3571,,,La Mesa,91942,24005
2242-MFOTG,No,0,33,None,Yes,$25.71 ,Yes,Yes,Fiber Optic,48,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,$80.10 ,"$2,603.30 ",$0.00 ,0,$848.43 ,"$3,451.73 ",No,0,Male,29,Adolescents,Yes,No,No,4,Stayed,No,client,0,54,3957,,,Poway,92064,47969
2243-FNMMI,No,0,20,Offer D,Yes,$31.02 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,$19.40 ,$415.40 ,$0.00 ,0,$620.40 ,"$1,035.80 ",No,0,Male,20,Adolescents,Yes,No,No,3,Stayed,No,client,0,32,4958,,,Torrance,90501,40705
2245-ADZFJ,Yes,9,31,Offer C,Yes,$28.52 ,Yes,Yes,DSL,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,$80.55 ,"$2,471.60 ",$0.00 ,0,$884.12 ,"$3,355.72 ",No,0,Female,58,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,24,3491,,,Castella,96017,228
2249-YPRNG,Yes,3,20,None,Yes,$28.79 ,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$105.85 ,"$2,239.65 ",$0.00 ,0,$575.80 ,"$2,815.45 ",No,0,Female,57,Middle-Aged Adults,No,No,Yes,2,Churned,Yes,churned,1,84,4223,Dissatisfaction,Service dissatisfaction,The Sea Ranch,95497,752
2250-IVBWA,Yes,4,64,None,Yes,$49.49 ,No,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$81.05 ,"$5,135.35 ",$0.00 ,0,"$3,167.36 ","$8,302.71 ",Yes,2,Male,47,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,48,5168,,,San Jose,95112,52334
2251-PYLPB,Yes,3,72,Offer A,Yes,$45.05 ,Yes,Yes,Cable,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,$79.55 ,"$5,810.90 ",$0.00 ,0,"$3,243.60 ","$9,054.50 ",No,0,Male,34,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,55,4766,,,Big Bear Lake,92315,5447
2252-ISRNH,Yes,9,9,Offer E,Yes,$30.46 ,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,$90.35 ,$767.90 ,$0.00 ,0,$274.14 ,"$1,042.04 ",Yes,3,Male,22,Adolescents,Yes,No,Yes,3,Stayed,No,client,0,27,2993,,,Covelo,95428,2296
2252-JHJGE,No,0,61,Offer B,Yes,$45.69 ,Yes,Yes,Fiber Optic,48,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,$104.00 ,"$6,363.45 ",$0.00 ,0,"$2,787.09 ","$9,150.54 ",No,0,Male,24,Adolescents,Yes,No,No,3,Stayed,No,client,0,22,4344,,,Sun Valley,91352,46639
2252-NKNSI,No,0,52,None,Yes,$32.02 ,Yes,Yes,DSL,28,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,$85.15 ,"$4,461.85 ",$0.00 ,0,"$1,665.04 ","$6,126.89 ",No,0,Male,63,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,69,4322,,,Salinas,93905,58548
2253-KPMNB,Yes,10,69,None,No,$0.00 ,No,Yes,DSL,69,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,$46.25 ,"$3,121.40 ",$0.00 ,0,$0.00 ,"$3,121.40 ",Yes,2,Female,29,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,33,4180,,,Live Oak,95953,8695
2254-DLXRI,No,0,1,Offer E,Yes,$18.00 ,Yes,Yes,Fiber Optic,23,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,$79.15 ,$79.15 ,$0.00 ,60,$18.00 ,$157.15 ,No,0,Female,33,Middle-Aged Adults,No,No,No,4,Joined,No,client,0,57,2742,,,Burbank,91504,25882
2256-YLYLP,Yes,4,68,None,Yes,$34.13 ,No,Yes,DSL,25,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,$72.95 ,"$4,953.25 ",$0.00 ,0,"$2,320.84 ","$7,274.09 ",Yes,1,Male,45,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,27,4499,,,Cypress,90630,47344
2257-BOVXD,Yes,3,14,None,Yes,$22.14 ,Yes,Yes,DSL,11,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,$66.60 ,$979.50 ,$0.00 ,0,$309.96 ,"$1,289.46 ",No,0,Male,48,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,36,3516,,,Tahoe City,96145,4002
2259-OUUSZ,No,0,7,Offer E,No,$0.00 ,No,Yes,DSL,48,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,$35.50 ,$249.55 ,$0.00 ,0,$0.00 ,$249.55 ,No,0,Male,28,Adolescents,Yes,No,No,3,Stayed,No,client,0,48,5124,,,San Diego,92106,18525
2260-USTRB,No,0,2,None,Yes,$9.55 ,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$70.20 ,$115.95 ,$0.00 ,0,$19.10 ,$135.05 ,No,0,Female,75,senior,No,Yes,No,1,Churned,Yes,churned,1,67,2767,Competitor,Competitor offered more data,Campo,91906,3133
2262-SLNVK,No,0,1,None,Yes,$1.15 ,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$70.10 ,$70.10 ,$0.00 ,0,$1.15 ,$71.25 ,No,0,Female,53,Middle-Aged Adults,No,No,No,4,Joined,No,client,0,74,2475,,,Birds Landing,94512,138
2263-SFSQZ,Yes,7,51,None,Yes,$16.85 ,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,$24.95 ,"$1,222.25 ",$0.00 ,0,$859.35 ,"$2,081.60 ",Yes,2,Male,46,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,37,5461,,,San Jose,95138,14792
2265-CYWIV,Yes,1,4,None,Yes,$18.91 ,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$99.60 ,$347.65 ,$25.79 ,0,$75.64 ,$397.50 ,No,0,Female,68,senior,No,Yes,Yes,1,Churned,Yes,churned,1,77,4708,Dissatisfaction,Network reliability,Hickman,95323,1055
